Programnamn;Programkod;Personnummer;Namn;Medelbetyg;Kurs;Kurskod;Poang;Obligatorisk;Betyg
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;U
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Konstruktion och analys av algoritmer 3;TDDA32;5;1;VG
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;6354628397;Clem Attenborough;15.95;Flervariabelanalys 5;TATA43;5;1;VG
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;VG
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Konstruktion och analys av algoritmer 3;TDDA32;5;1;VG
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Lingvistik, grundkurs;TDDC89;4;1;VG
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;1616539019;Malcolm Admin;20.00;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;VG
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;VG
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Konstruktion och analys av algoritmer 3;TDDA32;5;1;VG
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Processprogrammering och operativsystem;TDDB68;4;1;VG
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Informationssakning;TGTU60;1;0;VG
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;3709617648;Tobiah Shackleford;19.03;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;VG
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;1355239045;Thaxter Munroe;19.35;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;VG
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Bioteknisk biokemi;TFKE32;4;0;VG
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Processprogrammering och operativsystem;TDDB68;4;1;VG
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;6063379249;Kimball Marra;19.56;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Matematisk statistik;TAMS27;4;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;U
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;9448416970;Delaney Cashin;16.62;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;6147917253;Dante Fortner;20.00;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Kemi;TFKE16;4;0;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Konstruktion och analys av algoritmer 3;TDDA32;5;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Lingvistik, grundkurs;TDDC89;4;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Avancerad programmering i C++;TDDB89;3;1;U
Datavetenskap;LIU50153;9578244228;Nevins Menechian;8.64;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;U
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;4536097073;Gabriello Crase;15.72;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Industriell ekonomi, grundkurs;TEIE59;3;0;VG
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Avancerad programmering i C++;TDDB89;3;1;VG
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;6467758801;Desmund Diesing;15.97;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Kemi;TFKE16;4;0;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Konstruktion och analys av algoritmer 3;TDDA32;5;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Lingvistik, grundkurs;TDDC89;4;1;VG
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Informationssakning;TGTU60;1;0;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;4438572222;Kenny Bourgaize;10.12;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;U
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Industriell ekonomi, grundkurs;TEIE59;3;0;VG
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Abstrakt algebra;TATA10;5;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Processprogrammering och operativsystem;TDDB68;4;1;VG
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Artificiell intelligens;TDDC17;4;1;VG
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Numeriska algoritmer;TANA03;4;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Spraklig kommunikation;TGTU02;4;0;G
Datavetenskap;LIU50153;6233500314;Sammie Teichman;16.02;Flervariabelanalys 5;TATA43;5;1;G
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Konstruktion och analys av algoritmer 3;TDDA32;5;1;G
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Bioteknisk biokemi;TFKE32;4;0;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Abstrakt algebra;TATA10;5;1;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Omskrivningssystem;TDDB40;3;1;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Programutvecklingsmetodik teori 2;TDDC93;5;1;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Informationssakning;TGTU60;1;0;U
Datavetenskap;LIU50153;6275821647;Artus Zoratti;10.34;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Kemi;TFKE16;4;0;VG
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Abstrakt algebra;TATA10;5;1;VG
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Omskrivningssystem;TDDB40;3;1;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Informationssakning;TGTU60;1;0;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Artificiell intelligens;TDDC17;4;1;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;5668851033;Fransisco Marchand;13.91;Flervariabelanalys 5;TATA43;5;1;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Matematisk statistik;TAMS27;4;1;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Industriell ekonomi, grundkurs;TEIE59;3;0;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Kemi;TFKE16;4;0;G
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Lingvistik, grundkurs;TDDC89;4;1;VG
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Omskrivningssystem;TDDB40;3;1;VG
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Processprogrammering och operativsystem;TDDB68;4;1;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Kompilatorkonstruktion;TDDB44;4;1;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Artificiell intelligens;TDDC17;4;1;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Numeriska algoritmer;TANA03;4;1;U
Datavetenskap;LIU50153;6919381496;Jayme Juers;13.36;Avancerad programmering i C++;TDDB89;3;1;U
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Mobila tradlasa natverk: system och tillampningar;TDDC22;7;1;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Matematisk statistik;TAMS27;4;1;VG
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Kemi;TFKE16;4;0;VG
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Industriell ekonomi, grundkurs;TEIE59;3;0;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Sverige och Europa: Fran vikingatid till EU;TGTU12;5;0;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Neurala nat i kognitiv neurovetenskap;TDDC11;5;1;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Bioteknisk biokemi;TFKE32;4;0;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Lingvistik, grundkurs;TDDC89;4;1;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Omskrivningssystem;TDDB40;3;1;VG
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Programutvecklingsmetodik teori 2;TDDC93;5;1;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Processprogrammering och operativsystem;TDDB68;4;1;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Kompilatorkonstruktion;TDDB44;4;1;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Avancerad programmering i C++;TDDB89;3;1;G
Datavetenskap;LIU50153;5100917977;Stanly Maycock;19.05;Spraklig kommunikation;TGTU02;4;0;VG
